,date,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
1219,2019-05-04,14.42,0.18,0.18,98.42,65.12,61.08,93.83,4.35,100.17
1220,2019-05-05,13.5,1.15,1.15,97.21,89.38,95.54,82.71,11.56,71.58
1221,2019-05-06,14.19,0.36,0.36,52.58,33.33,40.96,16.29,10.75,156.46
1222,2019-05-07,15.14,0.02,0.02,45.17,39.25,13.58,5.75,9.76,173.83
1223,2019-05-08,16.53,0.0,0.0,49.33,28.96,23.5,31.67,8.43,63.21
1224,2019-05-09,13.26,0.01,0.01,69.62,46.62,52.12,74.29,12.4,100.12
1225,2019-05-10,16.7,0.04,0.04,93.08,67.21,62.42,91.0,13.41,158.08
1226,2019-05-11,17.77,0.12,0.12,38.92,5.21,23.75,66.0,10.76,305.0
1227,2019-05-12,11.59,0.96,0.96,97.54,69.88,99.88,98.88,16.97,85.42
1228,2019-05-13,8.66,0.45,0.45,100.0,100.0,91.62,42.29,15.98,69.38
1229,2019-05-14,9.09,0.14,0.14,99.33,95.62,70.21,0.33,6.98,109.71
1230,2019-05-15,12.26,0.14,0.14,51.21,38.58,38.92,0.96,11.71,292.46
1231,2019-05-16,16.74,0.03,0.03,32.38,1.58,43.62,15.46,7.97,280.75
1232,2019-05-17,18.58,0.08,0.08,31.67,3.33,30.25,34.54,10.22,218.46
1233,2019-05-18,18.28,0.0,0.0,25.92,4.0,7.88,58.46,8.97,293.38
1234,2019-05-19,19.0,0.03,0.03,32.0,9.08,8.83,61.62,12.28,180.04
1235,2019-05-20,23.15,0.0,0.0,43.75,12.79,22.67,61.75,13.42,217.04
1236,2019-05-21,19.26,0.0,0.0,15.0,1.5,0.92,43.79,18.29,304.04
1237,2019-05-22,17.81,0.0,0.0,10.96,0.0,1.71,33.17,10.81,308.5
1238,2019-05-23,18.38,0.05,0.05,61.29,17.75,42.12,92.5,11.32,204.79
1239,2019-05-24,20.92,0.0,0.0,36.5,22.54,7.62,43.62,21.32,288.46
1240,2019-05-25,17.8,0.0,0.0,21.75,20.62,3.21,4.5,11.53,185.38
1241,2019-05-26,20.98,0.09,0.09,50.62,17.75,29.46,58.71,13.14,240.33
1242,2019-05-27,22.47,0.0,0.0,23.21,1.54,23.21,25.92,9.67,295.79
1243,2019-05-28,19.57,0.3,0.3,60.75,22.33,37.42,72.58,9.42,131.92
1244,2019-05-29,18.85,0.19,0.19,80.54,55.58,30.46,78.0,11.16,173.21
1245,2019-05-30,16.48,0.16,0.16,99.62,95.67,42.54,76.58,7.48,126.58
1246,2019-05-31,21.08,0.17,0.17,46.25,33.67,27.04,25.38,8.82,260.79
1247,2019-06-01,21.23,0.0,0.0,24.08,0.17,7.42,64.96,7.57,171.17
1248,2019-06-02,21.48,0.1,0.1,37.62,3.04,29.5,57.04,8.24,216.58
1249,2019-06-03,18.92,0.07,0.07,18.79,1.75,20.88,15.62,15.06,290.46
1250,2019-06-04,17.45,0.0,0.0,11.46,0.17,8.04,21.67,10.31,289.88
1251,2019-06-05,21.32,0.13,0.13,41.71,0.58,47.12,43.21,12.28,216.08
1252,2019-06-06,24.21,0.03,0.03,59.71,40.21,31.42,35.12,11.36,267.42
1253,2019-06-07,22.66,0.0,0.0,46.38,18.04,7.96,84.04,7.72,188.58
1254,2019-06-08,21.6,0.0,0.0,44.92,18.67,0.0,95.67,10.41,124.75
1255,2019-06-09,20.05,0.0,0.0,24.62,0.54,0.0,80.0,12.26,91.38
1256,2019-06-10,18.47,0.6,0.6,73.21,61.0,41.38,94.62,14.01,85.5
1257,2019-06-11,21.65,0.48,0.48,62.58,49.21,42.08,63.71,15.03,254.58
1258,2019-06-12,19.92,0.0,0.0,19.08,0.0,0.0,63.29,11.07,224.29
1259,2019-06-13,17.23,0.82,0.82,68.96,44.71,37.54,68.88,13.07,86.21
1260,2019-06-14,18.55,0.07,0.07,36.33,24.38,25.21,2.0,16.06,231.08
1261,2019-06-15,20.86,0.02,0.02,10.42,0.0,3.88,26.79,12.66,233.21
1262,2019-06-16,22.78,0.13,0.13,63.5,3.42,57.83,86.83,12.92,215.54
1263,2019-06-17,22.31,0.12,0.12,70.71,20.79,52.88,87.83,5.76,232.25
1264,2019-06-18,21.32,0.79,0.79,92.75,62.0,76.25,93.25,4.66,149.0
1265,2019-06-19,20.48,0.32,0.32,100.0,97.38,62.58,64.17,8.26,87.33
1266,2019-06-20,21.78,0.58,0.58,95.42,88.25,28.21,79.83,8.7,129.29
1267,2019-06-21,22.32,0.31,0.31,74.92,30.75,72.38,62.83,12.88,305.5
1268,2019-06-22,22.15,0.0,0.0,6.33,0.21,10.12,0.12,16.22,310.33
1269,2019-06-23,22.94,0.0,0.0,2.67,1.12,0.83,3.71,12.63,303.83
1270,2019-06-24,24.21,0.0,0.0,28.79,0.25,16.25,62.33,7.29,254.04
1271,2019-06-25,24.3,0.41,0.41,69.42,32.58,43.88,91.33,6.07,168.25
1272,2019-06-26,25.56,0.0,0.0,13.67,4.21,10.62,11.42,7.44,260.0
1273,2019-06-27,26.55,0.0,0.0,12.08,1.21,8.71,18.88,7.69,302.17
1274,2019-06-28,26.4,0.0,0.0,26.79,0.54,14.96,57.75,5.04,170.21
1275,2019-06-29,26.47,0.27,0.27,32.96,3.25,13.71,72.67,8.86,234.38
1276,2019-06-30,24.93,0.03,0.03,17.88,0.75,16.46,24.21,16.03,287.88
1277,2019-07-01,23.8,0.0,0.0,9.0,0.88,8.79,9.33,11.52,326.0
1278,2019-07-02,25.49,0.01,0.01,25.75,0.79,20.5,42.79,9.72,275.21
1279,2019-07-03,26.32,0.02,0.02,49.42,10.54,39.79,54.83,4.35,280.08
1280,2019-07-04,27.07,0.0,0.0,27.0,18.79,3.71,26.12,7.1,141.08
1281,2019-07-05,25.3,0.0,0.0,71.88,57.04,12.17,60.92,7.95,143.17
1282,2019-07-06,26.94,0.49,0.49,79.96,52.04,19.96,90.21,9.0,207.0
1283,2019-07-07,25.58,0.25,0.25,67.58,22.38,61.83,49.33,9.31,164.21
1284,2019-07-08,23.03,0.13,0.13,64.58,24.08,45.67,79.38,5.36,151.25
1285,2019-07-09,25.05,0.0,0.0,13.33,7.38,0.5,21.0,6.86,282.46
1286,2019-07-10,26.62,0.0,0.0,51.67,22.04,15.0,76.08,6.08,226.75
1287,2019-07-11,26.1,0.03,0.03,41.75,11.92,28.79,51.0,10.91,188.33
1288,2019-07-12,25.93,0.56,0.56,58.83,41.79,34.38,44.12,11.94,257.71
1289,2019-07-13,25.85,0.0,0.0,14.38,15.17,1.12,0.0,9.88,298.79
1290,2019-07-14,27.82,0.0,0.0,7.92,3.96,3.58,7.38,11.75,274.38
1291,2019-07-15,25.92,0.0,0.0,11.29,0.0,0.0,37.38,8.8,314.08
1292,2019-07-16,26.88,0.0,0.0,25.0,0.17,4.88,72.71,7.14,266.71
1293,2019-07-17,29.07,0.1,0.1,42.33,2.38,32.62,68.21,9.18,226.17
1294,2019-07-18,25.53,0.6,0.6,85.83,48.62,57.75,74.12,8.26,120.62
1295,2019-07-19,26.4,0.0,0.0,83.67,72.5,8.0,62.83,8.33,188.5
1296,2019-07-20,30.89,0.0,0.0,31.42,2.12,6.38,85.71,9.6,264.25
1297,2019-07-21,31.32,0.06,0.06,22.29,1.42,15.04,39.83,10.63,265.88
1298,2019-07-22,27.88,1.5,1.5,46.58,24.42,19.67,50.29,7.16,219.88
1299,2019-07-23,22.79,2.39,2.39,96.58,73.12,85.92,98.71,9.3,179.54
1300,2019-07-24,23.32,0.06,0.06,54.62,11.21,54.67,43.0,6.52,112.17
1301,2019-07-25,25.01,0.0,0.0,14.96,0.04,21.42,6.79,6.12,269.46
1302,2019-07-26,25.3,0.0,0.0,15.29,7.5,13.42,1.62,4.97,187.46
1303,2019-07-27,25.84,0.01,0.01,20.04,1.71,29.88,1.62,6.77,184.58
1304,2019-07-28,26.72,0.0,0.0,11.71,0.46,14.58,8.38,10.75,225.96
1305,2019-07-29,27.92,0.03,0.03,12.62,2.5,5.79,23.04,8.53,242.71
1306,2019-07-30,28.53,0.03,0.03,12.54,0.25,15.38,10.29,8.55,216.29
1307,2019-07-31,26.32,0.71,0.71,26.08,2.79,20.79,36.92,5.82,224.75
1308,2019-08-01,25.29,0.05,0.05,40.54,5.5,24.04,70.29,5.02,193.0
1309,2019-08-02,25.76,0.03,0.03,45.17,5.92,40.33,52.29,6.0,160.29
1310,2019-08-03,25.34,0.18,0.18,27.88,12.08,13.46,29.83,7.5,184.0
1311,2019-08-04,25.88,0.0,0.0,17.29,3.67,19.79,7.38,5.74,238.71
1312,2019-08-05,24.79,0.0,0.0,31.62,5.12,12.71,64.67,7.98,65.88
1313,2019-08-06,23.99,0.15,0.15,64.29,31.08,26.62,86.38,7.18,140.33
1314,2019-08-07,24.92,0.74,0.74,54.12,26.21,26.0,56.17,11.05,188.88
1315,2019-08-08,24.16,0.32,0.32,52.0,35.21,24.5,22.71,10.39,247.21
1316,2019-08-09,24.75,0.0,0.0,13.75,0.42,18.58,7.46,9.59,284.46
1317,2019-08-10,23.95,0.0,0.0,14.08,2.58,13.92,11.33,12.34,295.33
1318,2019-08-11,22.71,0.0,0.0,13.75,0.75,17.5,8.54,9.49,315.17
1319,2019-08-12,24.32,0.0,0.0,19.79,3.12,19.96,16.5,8.12,262.38
1320,2019-08-13,24.67,0.14,0.14,63.96,9.75,51.79,87.58,7.69,214.04
1321,2019-08-14,24.2,0.08,0.08,84.92,51.71,60.21,50.25,5.96,143.38
1322,2019-08-15,23.87,0.01,0.01,49.0,31.92,23.58,29.96,6.79,73.88
1323,2019-08-16,23.37,0.0,0.0,76.08,65.0,18.04,33.67,6.97,110.5
1324,2019-08-17,25.4,0.09,0.09,79.67,66.08,23.92,56.79,6.2,103.96
1325,2019-08-18,25.85,0.26,0.26,64.08,40.42,17.04,77.75,6.38,174.29
1326,2019-08-19,26.16,0.36,0.36,35.92,6.67,28.33,42.96,6.69,228.08
1327,2019-08-20,26.09,0.0,0.0,23.62,3.38,7.96,52.62,7.36,187.62
1328,2019-08-21,26.4,0.31,0.31,40.96,22.04,12.75,52.71,9.14,193.42
1329,2019-08-22,26.62,0.0,0.0,31.83,2.83,20.83,55.62,8.9,257.38
1330,2019-08-23,22.59,0.56,0.56,88.38,37.88,89.0,86.46,7.26,305.25
1331,2019-08-24,20.73,0.0,0.0,31.67,10.79,31.29,10.12,10.93,152.5
1332,2019-08-25,20.66,0.02,0.02,61.25,35.96,54.46,0.0,13.04,64.0
1333,2019-08-26,19.0,0.0,0.0,51.75,46.75,8.75,15.83,11.39,61.25
1334,2019-08-27,19.46,0.02,0.02,44.29,6.96,30.04,66.5,6.79,118.21
1335,2019-08-28,21.28,0.26,0.26,80.79,56.12,67.46,48.21,6.02,119.38
1336,2019-08-29,22.79,0.04,0.04,16.42,0.71,20.88,10.83,11.27,309.88
1337,2019-08-30,23.08,0.0,0.0,9.17,3.12,10.62,0.0,10.57,251.5
1338,2019-08-31,23.47,0.0,0.0,30.0,4.88,14.83,55.5,8.08,207.21
1339,2019-09-01,20.95,0.0,0.0,44.88,15.08,17.92,67.96,10.0,67.42
1340,2019-09-02,22.3,0.45,0.45,56.96,20.5,32.67,77.17,10.26,167.08
1341,2019-09-03,22.63,0.0,0.0,25.21,15.88,10.21,15.75,8.15,204.71
1342,2019-09-04,23.56,0.02,0.02,36.67,32.54,10.17,4.12,12.02,204.33
1343,2019-09-05,21.25,0.0,0.0,43.0,22.08,2.71,78.38,8.72,96.29
1344,2019-09-06,17.99,0.29,0.29,65.83,44.58,36.58,99.54,13.28,66.42
1345,2019-09-07,18.24,0.11,0.11,59.33,51.42,45.08,25.08,14.71,281.21
1346,2019-09-08,20.63,0.0,0.0,37.62,9.71,30.25,39.0,8.45,285.75
1347,2019-09-09,20.83,0.1,0.1,65.42,26.71,54.62,41.42,7.48,75.58
1348,2019-09-10,20.8,0.02,0.02,65.04,42.08,41.17,26.83,6.85,126.42
1349,2019-09-11,23.8,0.0,0.0,36.21,22.42,5.25,47.0,13.35,222.08
1350,2019-09-12,24.18,0.05,0.05,57.33,27.33,40.5,67.54,9.37,144.33
1351,2019-09-13,18.23,0.02,0.02,63.46,53.62,20.54,44.08,15.1,75.62
1352,2019-09-14,19.66,0.0,0.0,84.62,67.54,60.29,1.21,11.27,158.12
1353,2019-09-15,22.72,0.06,0.06,56.29,46.67,24.92,39.46,6.0,265.88
1354,2019-09-16,21.79,0.0,0.0,42.54,9.62,50.17,12.54,5.39,176.04
1355,2019-09-17,20.05,0.0,0.0,17.08,13.75,7.71,0.0,8.98,37.04
1356,2019-09-18,17.55,0.0,0.0,35.75,34.75,7.96,0.0,9.77,44.25
1357,2019-09-19,15.6,0.0,0.0,0.58,0.62,0.0,0.0,7.09,71.58
1358,2019-09-20,17.27,0.0,0.0,8.62,0.0,0.0,28.46,9.2,253.29
1359,2019-09-21,20.33,0.0,0.0,1.96,0.0,0.0,6.54,6.17,241.21
1360,2019-09-22,21.51,0.0,0.0,11.71,1.96,4.54,23.83,8.35,211.83
1361,2019-09-23,24.67,0.06,0.06,29.17,0.12,20.21,56.25,12.22,213.17
1362,2019-09-24,22.25,0.14,0.14,36.62,20.62,35.92,6.96,12.87,279.75
1363,2019-09-25,19.36,0.0,0.0,11.71,10.58,1.17,4.88,7.33,290.25
1364,2019-09-26,19.78,0.0,0.0,26.33,3.04,27.0,24.46,9.93,235.5
1365,2019-09-27,18.5,0.0,0.0,3.88,0.08,0.25,12.04,6.27,252.08
1366,2019-09-28,20.44,0.0,0.0,39.38,39.08,1.21,11.33,10.59,195.54
1367,2019-09-29,22.75,0.0,0.0,20.54,6.58,6.25,36.25,10.7,147.58
1368,2019-09-30,18.0,0.0,0.0,76.5,48.29,57.54,39.38,10.83,72.38
1369,2019-10-01,20.17,0.0,0.0,81.08,75.08,41.71,31.17,10.76,204.46
1370,2019-10-02,25.17,0.0,0.0,29.75,3.54,23.71,41.0,13.54,255.67
1371,2019-10-03,16.01,0.26,0.26,97.21,89.17,96.42,12.25,15.94,73.0
1372,2019-10-04,15.7,0.1,0.1,51.54,54.12,16.88,0.92,14.84,275.0
1373,2019-10-05,11.29,0.0,0.0,0.88,0.92,0.0,0.0,12.15,87.92
1374,2019-10-06,16.02,0.0,0.0,91.17,84.92,58.79,33.62,10.74,161.29
1375,2019-10-07,21.9,0.0,0.0,88.96,46.79,78.21,51.71,15.53,198.96
1376,2019-10-08,16.45,0.25,0.25,72.54,31.12,67.71,79.54,13.75,73.17
1377,2019-10-09,13.87,0.26,0.26,62.21,8.29,73.21,37.17,17.29,24.79
1378,2019-10-10,14.86,0.1,0.1,42.58,4.25,63.0,3.5,18.28,25.92
1379,2019-10-11,15.22,0.0,0.0,50.29,41.79,49.25,0.58,19.88,20.67
1380,2019-10-12,14.84,0.0,0.0,55.83,46.38,23.42,18.96,9.16,194.25
1381,2019-10-13,14.95,0.0,0.0,31.62,6.08,23.62,39.88,7.67,245.75
1382,2019-10-14,16.44,0.0,0.0,52.58,47.33,20.17,6.58,7.25,221.12
1383,2019-10-15,14.4,0.0,0.0,2.67,0.12,0.0,8.33,6.52,297.79
1384,2019-10-16,14.23,0.77,0.77,48.04,18.5,33.38,53.75,13.72,130.71
1385,2019-10-17,13.45,1.15,1.15,66.29,61.21,29.62,9.92,29.2,256.75
1386,2019-10-18,12.55,0.0,0.0,41.42,40.79,12.96,4.83,19.59,301.92
1387,2019-10-19,10.41,0.0,0.0,3.88,0.04,0.0,12.79,7.5,276.08
1388,2019-10-20,11.14,0.42,0.42,55.12,16.04,38.71,94.46,6.95,125.92
1389,2019-10-21,13.46,0.04,0.04,26.29,19.71,21.62,13.25,12.52,40.29
1390,2019-10-22,13.92,0.0,0.0,70.46,53.92,44.08,77.17,11.03,103.04
1391,2019-10-23,15.94,0.37,0.37,38.5,36.38,34.58,1.96,14.73,244.54
1392,2019-10-24,13.05,0.0,0.0,0.0,0.0,0.0,0.0,9.07,247.67
1393,2019-10-25,12.69,0.0,0.0,20.5,3.75,0.88,55.33,6.53,228.83
1394,2019-10-26,14.06,0.0,0.0,44.79,0.33,33.0,82.33,7.6,183.75
1395,2019-10-27,15.52,1.48,1.48,92.5,55.92,82.04,74.04,13.27,155.58
1396,2019-10-28,14.6,0.0,0.0,37.42,41.04,0.71,0.0,9.74,220.42
1397,2019-10-29,13.84,0.0,0.0,88.62,98.33,0.0,0.38,8.64,84.33
1398,2019-10-30,15.49,0.02,0.02,100.0,99.92,8.04,96.25,6.7,58.58
1399,2019-10-31,18.54,0.47,0.47,100.0,86.54,84.54,95.58,16.05,168.79
1400,2019-11-01,13.64,0.22,0.22,30.54,11.5,26.21,33.0,25.04,255.46
1401,2019-11-02,8.01,0.0,0.0,27.54,30.38,0.29,0.0,8.32,209.5
1402,2019-11-03,8.56,0.0,0.0,28.33,18.08,22.38,0.0,10.84,270.79
1403,2019-11-04,8.55,0.0,0.0,10.33,0.08,7.71,18.67,8.17,232.42
1404,2019-11-05,11.82,0.01,0.01,58.67,25.04,46.83,57.25,8.34,207.62
1405,2019-11-06,10.28,0.0,0.0,7.08,1.17,5.67,8.71,9.7,271.54
1406,2019-11-07,9.5,0.06,0.06,52.33,9.75,60.33,49.38,9.56,227.58
1407,2019-11-08,4.15,0.12,0.12,40.33,27.92,34.54,27.58,19.61,322.21
1408,2019-11-09,0.99,0.0,0.0,12.08,0.96,2.25,32.62,8.74,247.38
1409,2019-11-10,5.5,0.0,0.0,29.46,0.0,27.75,42.83,8.66,221.04
1410,2019-11-11,9.44,0.0,0.0,25.42,0.33,13.08,57.29,5.62,183.75
1411,2019-11-12,7.32,0.12,0.08,72.58,16.08,66.71,95.88,15.59,251.5
1412,2019-11-13,-1.7,0.0,0.0,6.38,6.75,0.0,1.0,19.02,315.67
1413,2019-11-14,0.75,0.0,0.0,30.17,1.08,8.08,81.25,5.9,154.75
1414,2019-11-15,4.8,0.0,0.0,26.29,1.29,12.29,58.88,8.72,246.38
1415,2019-11-16,3.81,0.0,0.0,4.21,0.33,0.0,12.96,16.45,128.38
1416,2019-11-17,1.17,0.0,0.0,72.12,65.17,0.33,63.25,16.8,24.67
1417,2019-11-18,4.25,0.01,0.01,100.0,99.08,47.58,72.08,14.61,154.92
1418,2019-11-19,5.98,0.41,0.41,85.62,84.08,46.21,20.04,6.23,285.5
1419,2019-11-20,5.99,0.0,0.0,79.33,33.71,75.21,61.25,10.21,301.58
1420,2019-11-21,6.1,0.0,0.0,12.79,4.67,3.67,21.0,9.33,303.08
1421,2019-11-22,8.56,0.07,0.07,72.04,35.29,65.71,63.33,13.73,232.79
1422,2019-11-23,3.91,0.0,0.0,9.79,0.21,1.25,29.46,10.57,263.46
1423,2019-11-24,5.77,1.19,1.19,91.62,77.58,87.0,53.71,14.78,178.88
1424,2019-11-25,6.22,0.0,0.0,5.42,0.92,3.04,9.08,11.89,253.54
1425,2019-11-26,6.97,0.0,0.0,9.42,0.0,2.0,26.92,7.9,219.71
1426,2019-11-27,8.23,0.1,0.1,55.08,13.17,35.0,74.29,8.02,177.21
1427,2019-11-28,9.38,0.0,0.0,37.92,30.88,17.25,0.29,23.63,292.58
1428,2019-11-29,3.0,0.0,0.0,9.17,0.0,2.29,26.0,16.86,333.96
1429,2019-11-30,2.52,0.0,0.0,28.38,0.0,14.17,66.0,11.09,336.04
1430,2019-12-01,0.15,0.59,0.42,63.46,28.79,52.79,87.83,12.29,81.71
1431,2019-12-02,2.17,0.88,0.48,100.0,95.5,93.46,41.12,21.82,161.71
1432,2019-12-03,1.18,0.22,0.0,57.79,31.92,54.62,50.46,19.17,320.0
1433,2019-12-04,2.0,0.0,0.0,64.08,30.96,43.83,45.21,10.12,261.54
1434,2019-12-05,3.8,0.0,0.0,52.83,17.92,63.71,0.0,15.15,271.58
1435,2019-12-06,4.35,0.0,0.0,47.08,9.54,39.46,50.29,13.24,240.83
1436,2019-12-07,2.9,0.0,0.0,17.83,5.75,8.62,24.92,14.18,314.25
1437,2019-12-08,0.31,0.0,0.0,16.04,1.17,0.0,49.79,7.14,196.12
1438,2019-12-09,6.53,0.57,0.57,88.79,81.83,79.08,99.79,9.19,171.5
1439,2019-12-10,12.36,0.44,0.44,98.5,76.79,81.42,97.54,16.67,228.54
1440,2019-12-11,3.42,0.52,0.46,81.25,42.58,65.08,59.38,11.18,283.29
1441,2019-12-12,-0.41,0.0,0.0,5.25,0.0,0.0,17.5,10.97,277.46
1442,2019-12-13,2.39,0.19,0.19,81.83,68.92,43.04,95.17,6.54,84.5
1443,2019-12-14,9.51,1.1,1.1,100.0,99.71,67.67,93.88,11.25,149.08
1444,2019-12-15,7.29,0.0,0.0,60.88,57.54,16.62,7.88,22.36,263.54
1445,2019-12-16,2.03,0.0,0.0,77.54,32.71,79.58,69.71,7.18,264.08
1446,2019-12-17,0.71,0.83,0.72,100.0,93.42,97.0,98.42,11.3,87.46
1447,2019-12-18,0.74,0.02,0.02,31.71,14.83,26.54,16.88,16.18,294.12
1448,2019-12-19,-4.79,0.0,0.0,19.08,15.17,8.96,0.0,22.88,299.67
1449,2019-12-20,-3.22,0.0,0.0,2.79,0.17,4.38,0.0,12.39,308.83
1450,2019-12-21,-3.0,0.0,0.0,31.29,1.75,14.12,70.58,6.4,181.17
1451,2019-12-22,-0.18,0.0,0.0,0.5,0.04,0.5,0.38,7.84,247.42
1452,2019-12-23,4.32,0.0,0.0,6.21,0.0,0.0,20.67,10.36,248.75
1453,2019-12-24,4.9,0.0,0.0,7.58,0.04,0.0,24.88,10.22,202.12
1454,2019-12-25,1.05,0.0,0.0,11.38,0.04,0.0,37.79,6.52,78.0
1455,2019-12-26,1.98,0.0,0.0,39.75,16.25,0.08,89.0,6.12,72.12
1456,2019-12-27,6.63,0.0,0.0,96.79,61.92,74.12,86.58,8.42,173.58
1457,2019-12-28,5.89,0.0,0.0,30.17,11.79,0.25,64.42,8.76,292.88
1458,2019-12-29,3.06,0.06,0.06,55.46,23.29,38.83,94.71,7.32,212.46
1459,2019-12-30,4.41,0.81,0.81,100.0,100.0,98.71,83.46,18.85,68.96
1460,2019-12-31,3.72,0.07,0.07,85.21,74.25,46.33,0.38,11.1,171.38
1461,2020-01-01,3.63,0.0,0.0,43.79,30.21,30.83,9.33,15.36,260.17
1462,2020-01-02,2.23,0.0,0.0,10.04,0.0,0.0,33.62,10.24,232.46
1463,2020-01-03,6.47,0.15,0.15,86.42,54.92,80.0,91.04,7.31,234.46
1464,2020-01-04,7.84,0.2,0.2,99.88,93.75,83.75,86.67,5.34,186.21
1465,2020-01-05,4.5,0.05,0.05,51.75,29.92,37.58,9.21,21.03,310.67
1466,2020-01-06,2.52,0.02,0.0,49.38,19.46,51.38,17.0,11.16,247.71
1467,2020-01-07,3.1,0.0,0.0,40.38,0.0,37.75,58.83,9.54,209.92
1468,2020-01-08,1.59,0.03,0.02,32.33,2.5,43.96,12.5,15.91,251.96
1469,2020-01-09,-1.74,0.0,0.0,19.67,11.12,9.67,17.5,13.59,289.08
1470,2020-01-10,2.4,0.0,0.0,55.79,24.38,30.5,73.83,11.42,206.92
1471,2020-01-11,11.0,0.0,0.0,63.33,30.5,39.17,68.42,15.71,210.96
1472,2020-01-12,15.78,0.24,0.24,63.0,53.29,28.5,71.46,23.25,230.29
1473,2020-01-13,5.25,0.0,0.0,58.17,41.88,4.0,90.62,8.32,98.88
1474,2020-01-14,4.17,0.18,0.18,94.08,83.08,29.88,97.92,5.84,178.75
1475,2020-01-15,6.81,0.0,0.0,53.46,54.29,6.54,12.38,7.84,234.92
1476,2020-01-16,6.4,0.14,0.14,47.38,26.96,43.71,0.62,17.65,237.79
1477,2020-01-17,-0.95,0.0,0.0,2.83,2.96,0.29,0.0,23.78,324.25
1478,2020-01-18,-4.7,0.17,0.0,64.25,7.08,58.46,91.38,10.26,256.42
1479,2020-01-19,2.75,0.25,0.06,77.67,72.88,46.96,15.46,16.75,261.88
1480,2020-01-20,-1.95,0.0,0.0,27.04,30.04,0.0,0.0,18.18,322.67
1481,2020-01-21,-3.12,0.0,0.0,7.75,0.0,8.29,9.12,10.3,329.33
1482,2020-01-22,-1.49,0.0,0.0,3.5,0.0,0.83,9.92,4.83,288.42
1483,2020-01-23,0.48,0.0,0.0,24.17,0.0,0.0,80.62,6.36,239.58
1484,2020-01-24,3.18,0.0,0.0,29.46,0.08,11.92,74.08,6.39,177.29
1485,2020-01-25,5.3,1.09,1.09,71.33,61.08,37.75,73.92,17.54,84.12
1486,2020-01-26,5.06,0.0,0.0,40.67,35.33,16.67,3.21,12.5,263.96
1487,2020-01-27,4.33,0.0,0.0,45.92,22.0,47.42,2.67,13.28,257.54
1488,2020-01-28,4.15,0.0,0.0,52.29,47.88,15.58,0.0,13.02,297.71
1489,2020-01-29,2.51,0.0,0.0,25.79,24.88,5.79,0.0,11.3,325.71
1490,2020-01-30,-1.12,0.0,0.0,11.04,1.08,0.33,32.96,8.31,133.17
1491,2020-01-31,1.13,0.0,0.0,87.21,68.12,35.5,63.25,5.27,81.21
1492,2020-02-01,3.09,0.03,0.03,82.0,69.21,56.46,63.92,4.62,191.71
1493,2020-02-02,3.18,0.05,0.05,90.29,54.54,77.79,42.25,7.7,264.25
1494,2020-02-03,5.02,0.01,0.01,37.62,22.38,31.58,2.33,9.29,250.12
1495,2020-02-04,6.35,0.04,0.04,66.71,1.92,65.62,86.42,7.05,167.08
1496,2020-02-05,6.33,0.1,0.1,98.92,82.12,98.46,86.04,8.5,224.46
1497,2020-02-06,3.8,0.45,0.45,100.0,98.79,91.17,99.88,8.2,63.75
1498,2020-02-07,5.25,0.78,0.78,90.46,84.67,76.38,57.96,15.28,131.25
1499,2020-02-08,1.67,0.0,0.0,37.17,30.25,20.92,0.0,17.54,273.42
1500,2020-02-09,1.38,0.0,0.0,56.04,29.92,46.92,4.17,6.55,117.33
1501,2020-02-10,5.54,0.34,0.34,92.79,49.29,91.17,97.5,13.82,209.21
1502,2020-02-11,6.54,0.48,0.48,100.0,98.88,96.79,85.0,5.11,179.88
1503,2020-02-12,5.53,0.0,0.0,52.08,4.04,39.75,87.33,10.48,272.46
1504,2020-02-13,4.12,0.64,0.64,95.12,72.12,96.54,96.33,6.79,167.83
1505,2020-02-14,1.15,0.0,0.0,14.25,6.46,0.96,26.04,16.75,310.67
1506,2020-02-15,-5.95,0.0,0.0,7.08,0.0,0.0,23.67,10.78,275.83
1507,2020-02-16,0.71,0.0,0.0,45.0,0.29,33.17,82.5,11.88,212.29
1508,2020-02-17,4.55,0.0,0.0,27.12,2.67,22.0,38.17,4.84,292.04
1509,2020-02-18,4.5,0.03,0.03,78.38,42.79,61.75,72.58,11.1,73.71
1510,2020-02-19,6.25,0.01,0.01,47.21,21.71,49.29,45.88,12.47,306.71
1511,2020-02-20,0.65,0.0,0.0,44.92,6.83,42.75,49.83,9.12,318.21
1512,2020-02-21,-2.21,0.0,0.0,2.62,1.79,1.0,1.25,13.17,332.08
1513,2020-02-22,1.79,0.0,0.0,0.0,0.0,0.0,0.0,13.02,245.96
1514,2020-02-23,4.52,0.0,0.0,0.12,0.0,0.0,0.38,9.26,247.79
1515,2020-02-24,5.91,0.0,0.0,13.79,0.0,10.54,24.83,7.32,206.08
1516,2020-02-25,7.94,0.24,0.24,81.04,36.58,76.79,75.25,6.2,171.46
1517,2020-02-26,7.56,0.0,0.0,99.88,99.42,53.5,15.54,6.94,60.33
1518,2020-02-27,5.72,0.56,0.56,70.79,67.62,39.92,39.42,23.33,193.75
1519,2020-02-28,1.3,0.0,0.0,24.96,2.88,31.71,11.17,23.46,254.0
1520,2020-02-29,0.29,0.0,0.0,34.79,7.88,46.96,1.12,15.76,277.0
